STATE,YEAR,HSS,CPE,IIM,HD,CM,EOH,fc_iim,fc_hss,fc_eoh,fc_cm,fc_cpe,fc_hd,HSSw,CPEw,IIMw,HDw,CMw,EOHw,overall,HSSOLD,CPEOLD,IIMOLD,HDOLD,CMOLD,EOHOLD,Nat_overall,Nat_overalllb,Nat_overallub,overall_class,Nat_HSS,Nat_HSSlb,Nat_HSSub,HSS_class,Nat_CPE,Nat_CPElb,Nat_CPEub,CPE_class,Nat_IIM,Nat_IIMlb,Nat_IIMub,IIM_class,Nat_HD,Nat_HDlb,Nat_HDub,HD_class,Nat_CM,Nat_CMlb,Nat_CMub,CM_class,Nat_EOH,Nat_EOHlb,Nat_EOHub,EOH_class
VT,2013,8.600000381,4.900000095,8.800000191,5.800000191,6.300000191,6.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.8146496415,0.452696383,0.7449887991,0.5784720182,0.562512517,0.6539548039,6.099999905,5.960000038,6.28000021,1,7.5,7.289999962,7.789999962,1,4.5,4.21999979,4.860000134,1,8,7.809999943,8.279999733,1,4.699999809,4.440000057,4.900000095,1,5.599999905,5.320000172,5.96999979,1,6.199999809,5.940000057,6.53000021,1
WA,2013,8.199999809,5.699999809,7.400000095,3.900000095,5.199999809,7.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.7736675739,0.5385298133,0.4322537482,0.391302377,0.4332161248,0.6814979315,6.099999905,5.960000038,6.28000021,2,7.5,7.289999962,7.789999962,1,4.5,4.21999979,4.860000134,1,8,7.809999943,8.279999733,3,4.699999809,4.440000057,4.900000095,3,5.599999905,5.320000172,5.96999979,3,6.199999809,5.940000057,6.53000021,1
WI,2013,7.900000095,4,7.900000095,4.900000095,6.199999809,7.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.300000191,0.7290519476,0.3610756993,0.5486846566,0.4892281592,0.5490857363,0.7004477382,6.099999905,5.960000038,6.28000021,1,7.5,7.289999962,7.789999962,1,4.5,4.21999979,4.860000134,3,8,7.809999943,8.279999733,2,4.699999809,4.440000057,4.900000095,2,5.599999905,5.320000172,5.96999979,1,6.199999809,5.940000057,6.53000021,1
WV,2013,6.599999905,3.400000095,7.199999809,5.099999905,6.699999809,5.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.699999809,0.5611504316,0.2978019416,0.397100836,0.511768043,0.6084210277,0.4647160769,6.099999905,5.960000038,6.28000021,3,7.5,7.289999962,7.789999962,3,4.5,4.21999979,4.860000134,3,8,7.809999943,8.279999733,3,4.699999809,4.440000057,4.900000095,1,5.599999905,5.320000172,5.96999979,1,6.199999809,5.940000057,6.53000021,3
WY,2013,7.699999809,2.5,7.199999809,4.400000095,5.400000095,4.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.300000191,0.7061946392,0.2030511051,0.3904536963,0.4383378327,0.4580411911,0.3617648184,6.099999905,5.960000038,6.28000021,3,7.5,7.289999962,7.789999962,2,4.5,4.21999979,4.860000134,3,8,7.809999943,8.279999733,3,4.699999809,4.440000057,4.900000095,3,5.599999905,5.320000172,5.96999979,2,6.199999809,5.940000057,6.53000021,3
AK,2014,7.699999809,4.199999809,7.400000095,3.400000095,3.5,5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.300000191,0.6978189945,0.3880937099,0.4253186285,0.341509074,0.2327011079,0.453827858,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,3
AL,2014,7.599999905,4.099999905,7.5,4.300000191,5.699999809,5.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.800000191,0.6897464991,0.369017452,0.457573235,0.4336602092,0.4948251247,0.4825241268,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,3
AR,2014,7.800000191,3.900000095,8.600000381,5,6.199999809,5.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.7198623419,0.349540472,0.6849018931,0.5016322732,0.553396225,0.5055447817,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,2,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,3
AZ,2014,7.699999809,4,8.199999809,3.599999905,4.599999905,5.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.599999905,0.6964140534,0.3644411564,0.6034311056,0.3590126038,0.3610233366,0.5110485554,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,3
CA,2014,7.400000095,5,8.800000191,4.300000191,4.599999905,7.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.6678428054,0.4645347893,0.73076123,0.4272392988,0.3622673452,0.6802031994,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,2,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,1
CO,2014,6.5,5.800000191,9,4.699999809,5.900000095,6.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.400000095,0.5432853103,0.5494513512,0.7743955255,0.4734273255,0.5143672824,0.6656031609,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,1
CT,2014,7.699999809,5.900000095,7.300000191,5.199999809,5.900000095,6.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.400000095,0.6979371905,0.5631377101,0.4096226692,0.5162320137,0.5138622522,0.6131858826,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,1
DC,2014,7.300000191,6.400000095,8.300000191,5.599999905,7.400000095,6.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.648401022,0.6117218733,0.6238200665,0.5613265634,0.6996136904,0.585085392,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,2
DE,2014,7.900000095,5.099999905,7.699999809,4.599999905,5.300000191,5.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.099999905,0.7282612324,0.4778296053,0.500716567,0.4594096839,0.4504691958,0.5180196166,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,2,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,3
FL,2014,8.600000381,5.199999809,8.199999809,4.599999905,4.800000191,7.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.400000095,0.8234579563,0.4938112497,0.6167501211,0.4550097883,0.3873594999,0.6900523305,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,1
GA,2014,8,3.5,8.100000381,4.199999809,4.800000191,5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.699999809,0.7446268797,0.3054922819,0.5960814357,0.419739604,0.3888117075,0.4562831223,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,2,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,3
HI,2014,8.100000381,4.800000191,7.199999809,4.900000095,5.400000095,6.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.099999905,0.7594057322,0.4436717331,0.3963512778,0.4870008826,0.4570985436,0.5988475084,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,2,4.699999809,4.440000057,5.010000229,2,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,2
IA,2014,8.699999809,4.699999809,9.399999619,4.599999905,7.699999809,6.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7,0.8344995379,0.4324317575,0.8617192507,0.4609776437,0.7265005112,0.6626864672,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,2,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,1
ID,2014,7.599999905,5.199999809,8,4.099999905,4.5,6.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6,0.6869995594,0.4872722328,0.5689398646,0.41093418,0.3576129675,0.6313324571,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,1
IL,2014,7.400000095,4.199999809,8.300000191,4.900000095,5.300000191,6,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6,0.6650195122,0.385389477,0.6203198433,0.4890261889,0.4531571865,0.5594425201,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,2
IN,2014,9.100000381,4,8.600000381,4.800000191,5.800000191,6.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.882784009,0.3600339592,0.6874482632,0.48205477,0.5082024336,0.616124928,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,1
KS,2014,8,4.400000095,7.900000095,4.900000095,7,6.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.400000095,0.7385969162,0.4038832486,0.5335958004,0.4853549004,0.6483273506,0.592787087,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,2,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,2
KY,2014,8.800000191,4.400000095,8.5,4.800000191,5.800000191,6.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.845585227,0.4054656923,0.6830148697,0.4810942709,0.508616209,0.6185305119,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,1
LA,2014,8,4.5,8,3.900000095,4.900000095,5.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.900000095,0.7446932197,0.4149719775,0.5579921603,0.3897000849,0.3991677761,0.5457139015,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,2,4.699999809,4.440000057,5.010000229,2,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,3
MA,2014,8.5,5.599999905,8.199999809,4.900000095,6.199999809,5.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.8119357824,0.5266156197,0.6048547029,0.4868971705,0.5541120768,0.5390963554,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,3
MD,2014,7.800000191,4.800000191,8.899999619,5.800000191,5.900000095,7.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.800000191,0.7173377275,0.4473379254,0.768756628,0.5774307847,0.5218919516,0.7476580143,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,2,4.699999809,4.440000057,5.010000229,2,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,1
ME,2014,8.5,5.300000191,7.5,5.300000191,6.199999809,7.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.699999809,0.8032141924,0.5050835609,0.462423861,0.5287019014,0.5497000813,0.7172523737,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,1
MI,2014,8.899999619,5.300000191,8.199999809,4.900000095,5.699999809,6.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.8537900448,0.4967557192,0.6122474074,0.4922042787,0.4961356521,0.6250819564,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,2,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,1
MN,2014,8.5,5.599999905,7.800000191,5.300000191,6.099999905,6.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.699999809,0.8057378531,0.5335078835,0.5096430182,0.5325894952,0.5434513092,0.6502941847,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,1
MO,2014,8.800000191,4.199999809,8.800000191,5.199999809,6.5,5.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.848955512,0.3857390881,0.7350977063,0.5170949697,0.5877923369,0.517629385,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,3
MS,2014,5.900000095,5.099999905,8.5,4.300000191,3.700000048,5.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.599999905,0.4634473026,0.4792745709,0.6713967323,0.4278588891,0.257103771,0.5206471086,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,3,6.199999809,5.880000114,6.46999979,3
MT,2014,7.400000095,5.099999905,7.5,3.799999952,6.699999809,6,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.099999905,0.6658527255,0.4749628305,0.4495771229,0.3848689497,0.6075071096,0.5606881976,6.300000191,6.130000114,6.429999828,3,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,3,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,2
NC,2014,7.400000095,3.700000048,9.300000191,4.800000191,6.099999905,6.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.300000191,0.6600985527,0.3247260153,0.8535576463,0.4807739258,0.5457235575,0.6080656052,6.300000191,6.130000114,6.429999828,2,8,7.710000038,8.229999542,3,4.699999809,4.440000057,5.010000229,3,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,2
ND,2014,8.100000381,5.599999905,7.900000095,5.199999809,5.900000095,5.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.7490932941,0.5338415504,0.5380009413,0.5209364891,0.514539957,0.5182927251,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,2,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,2,6.199999809,5.880000114,6.46999979,3
NE,2014,9.199999809,5.400000095,8.800000191,4.800000191,6.599999905,6.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.901571691,0.5052767396,0.7406970263,0.4778125584,0.6028586626,0.6309801936,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,1,8.199999809,7.980000019,8.43999958,1,4.699999809,4.5,4.980000019,2,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,1
NH,2014,8.5,4.599999905,7.699999809,6,6.199999809,7,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.8020820618,0.4271770716,0.5006046891,0.5973293185,0.5489962101,0.6768394709,6.300000191,6.130000114,6.429999828,1,8,7.710000038,8.229999542,1,4.699999809,4.440000057,5.010000229,2,8.199999809,7.980000019,8.43999958,3,4.699999809,4.5,4.980000019,1,5.800000191,5.420000076,6.090000153,1,6.199999809,5.880000114,6.46999979,1
